,NPS
48350,0
33575,1
12932,0
30355,0
46947,0
1409,0
7369,0
60079,1
30191,0
50580,0
46610,0
35866,1
13581,0
64548,0
56458,0
9949,0
43742,0
6825,0
47812,0
46707,0
24419,0
7125,0
87956,0
7089,0
28726,0
36531,0
47283,1
26060,0
2399,0
58989,1
33195,0
9356,0
77769,0
13309,0
51868,1
72852,0
81008,0
42665,1
1492,0
38771,0
51301,0
55647,1
18499,0
79939,1
44056,0
54586,0
34519,0
69515,0
26190,0
71241,0
83746,1
5332,0
63770,1
69584,0
3154,0
62519,0
32485,1
71236,1
17696,1
87994,0
86936,1
12057,0
86105,0
74560,0
71353,0
80030,0
8780,0
10264,0
48521,0
12252,1
78943,0
80766,1
58286,0
8320,0
33968,1
10328,1
42626,1
65168,0
61937,0
37679,0
13278,0
17478,0
82167,0
19215,0
50881,0
26525,0
29963,1
9622,0
58681,0
62045,1
66528,0
22981,0
70581,0
31498,0
54166,0
73414,1
59544,0
85013,0
47142,0
11415,1
67180,0
3369,0
6639,0
11478,0
3541,0
51880,0
27284,0
55166,0
68181,0
6705,0
74576,0
7439,0
46866,0
85785,0
78328,0
53310,1
8904,0
17930,0
53814,1
67236,0
71878,0
77136,0
1377,0
36187,0
83325,0
48179,0
29080,0
51907,0
8036,0
32138,1
23968,0
51349,1
79943,0
6299,0
49776,0
49131,0
33539,0
30331,0
58869,0
27482,0
69020,0
44192,1
80945,0
17265,0
47258,0
18275,1
8402,0
24508,0
85766,0
9076,0
87390,0
7134,0
45218,0
77687,0
78391,0
42882,0
84170,0
36121,0
68875,1
23888,0
13329,0
15916,0
23868,1
75847,0
45831,0
30500,0
4304,0
81241,0
22749,0
19835,1
16411,0
57930,0
84506,1
68645,0
77627,0
80367,0
8845,0
22131,0
78453,0
33069,0
87806,0
30552,0
2008,0
60708,0
72284,0
88580,1
3208,1
28995,0
74949,0
58462,0
86110,1
48702,0
69998,0
77430,0
52711,0
1511,0
34696,0
2721,0
85629,0
14629,0
76773,0
14552,1
4617,1
34887,0
44556,1
33031,0
87337,0
84394,0
22543,0
29456,0
41572,0
10499,0
19704,1
69004,0
62837,0
47473,0
83726,0
35781,0
14803,0
49541,0
73916,0
62150,0
76637,0
1454,0
39742,1
81411,0
11469,0
24804,0
49718,0
49178,0
84527,0
84846,0
20009,0
27848,0
39337,0
35160,0
20124,0
38032,0
76140,0
55395,0
14066,0
42850,0
36546,0
56622,0
4527,0
76787,0
2362,1
19109,1
35911,0
84435,0
58029,0
40790,0
57796,0
29835,0
15763,0
52688,0
26756,0
65685,0
12066,0
14800,0
88416,0
78492,0
46856,0
7834,0
18960,0
21792,1
75189,1
56754,0
14384,0
56938,0
63091,0
69417,0
17959,0
24130,1
14560,0
26833,0
1758,0
43687,0
8324,0
38963,0
35177,0
43567,0
24132,0
37880,0
34776,0
4873,0
30197,0
79558,0
38001,0
2622,0
87213,1
40163,0
70015,1
68693,0
35919,1
14839,0
25146,0
23782,0
11344,0
75534,0
28803,1
75276,0
27833,0
3520,0
70411,0
39438,0
66004,0
68445,0
87113,0
29771,0
38043,0
71835,0
73570,1
41148,0
25575,0
43933,0
66738,0
87870,0
50471,0
2996,0
80017,0
72601,0
71384,0
28033,0
8634,0
54154,1
56520,0
49811,0
18950,1
37961,0
51824,0
13430,1
16261,0
73424,1
15504,0
68171,0
19134,1
52108,0
49542,0
72571,0
259,0
59675,1
94,0
2973,0
3941,1
44115,0
70849,0
66396,0
62178,0
5109,0
64259,0
56246,0
72350,0
58985,0
42371,0
19382,0
48931,0
77694,0
23459,0
10959,0
57544,0
23480,0
69140,0
88108,0
77452,0
17126,0
26106,0
12921,0
35788,0
73231,0
81296,1
30853,1
19465,1
66733,1
25483,0
34108,1
60372,0
48503,0
67587,0
25553,1
51955,0
34702,0
12136,1
25630,0
14302,0
58517,0
47824,0
5493,1
8435,1
39626,0
50228,0
45633,0
36813,0
51587,0
12583,0
61129,0
46723,0
8865,0
6099,0
9199,0
60986,0
43413,0
44184,1
51342,0
66820,1
26167,1
15418,0
67224,0
9431,0
79864,0
16666,0
47778,1
68004,0
67568,1
79326,0
60202,0
72287,0
14241,0
7633,0
50270,1
58249,0
2961,0
51654,0
19259,0
41184,0
88660,1
83380,0
44173,0
6519,0
53420,1
56990,0
81792,0
20361,0
70392,0
7859,0
66964,0
26565,0
84219,0
27186,1
69331,0
57812,0
9793,0
5023,0
5878,0
18069,0
80516,0
7943,0
19083,1
13093,0
43295,0
18987,0
38725,0
34603,0
64429,0
285,0
39765,0
48365,0
32738,0
1828,0
75853,0
34206,1
54077,1
26611,0
46376,1
12609,0
17489,0
21261,0
50360,0
1771,0
10998,0
81844,0
30135,0
72439,1
88475,0
87702,0
78922,0
62537,0
10189,0
44137,0
63158,0
82433,1
73405,0
4963,0
49284,0
74088,0
50562,0
52649,1
33050,0
40325,0
33241,0
24215,0
8690,0
81498,0
65048,0
56475,1
86846,1
4070,0
72692,0
68357,0
82072,0
55703,1
64555,0
55320,0
49108,0
27290,0
34903,1
56584,0
75586,0
5213,0
11742,0
54184,0
87754,0
28306,0
72957,0
26192,0
69981,0
64509,0
87901,0
55111,0
6959,0
15194,0
1729,0
52431,0
23740,0
15656,0
86045,0
45643,0
82826,0
79423,0
42693,0
50924,0
70546,0
17344,0
34889,0
73078,0
49820,0
69415,0
68862,0
50821,0
45500,0
55782,0
36130,0
514,1
76737,0
47777,0
30634,0
58150,0
45717,0
48814,0
60206,0
64293,0
32119,0
5720,0
19850,0
16889,1
4755,0
10344,0
8256,0
610,1
35029,0
22210,0
79417,0
20975,0
75504,0
71743,0
25486,1
44006,0
37496,0
45556,0
10224,0
74155,1
53061,0
63629,0
22591,0
23728,0
8754,0
83428,0
25731,0
69925,0
37015,0
57382,0
86953,0
8328,0
50856,0
31214,0
58967,0
46785,0
65367,0
22091,0
6278,1
25716,0
14597,0
50593,1
19317,0
4839,0
12698,0
42153,0
77938,0
19804,0
38082,0
49258,1
9837,1
57181,0
59861,0
54118,0
28755,0
31689,0
53837,0
50667,0
16501,0
77781,0
34378,0
5872,0
18740,0
69887,0
19216,0
7378,0
15213,0
20077,0
18160,1
16381,1
60895,0
72112,0
47913,0
42648,0
30811,0
74659,0
82137,0
19145,0
49420,0
56940,0
1784,0
35803,0
36410,0
57755,0
73381,0
9726,0
69229,0
390,1
17053,0
12929,0
58423,0
55764,1
84021,0
39711,0
79601,0
65866,0
17393,0
82539,0
30837,0
65601,0
60013,0
11453,0
34630,0
25126,0
63362,0
82136,0
31676,0
5400,0
72385,0
31004,0
10176,0
43102,0
18741,0
64667,0
74333,0
30270,0
45536,0
7625,0
49236,0
37224,0
75331,0
86187,0
25647,0
40,0
62455,0
2174,0
13847,0
17456,0
1114,0
83605,0
47153,1
9181,0
84449,0
79136,1
44076,0
65963,0
7403,0
16563,0
16391,1
3802,0
34294,0
83062,0
81867,0
62196,0
19608,0
79729,0
4473,0
50382,0
18910,0
56832,0
19891,0
62089,1
11672,0
36848,0
35111,0
19147,0
52538,1
84588,0
82372,0
67172,0
13550,0
23101,0
60594,0
21009,0
86799,0
20815,1
53779,0
60329,0
4,0
23842,1
5753,0
69950,0
2375,0
3718,0
71048,0
81785,0
27064,0
28173,0
35206,0
54748,0
58367,0
64147,0
85268,0
75874,0
56804,0
75465,0
18445,0
32929,0
8438,0
80597,0
66568,0
37396,0
88182,0
50527,0
66710,0
80386,1
26604,0
73128,0
83715,1
70612,0
80933,0
74228,0
43481,0
24967,0
68018,0
52400,0
4710,1
7681,0
16229,0
6854,0
57808,0
48467,1
52617,0
73425,0
47366,0
85197,0
54738,0
85701,0
23407,0
27042,0
47883,0
6470,0
6953,1
33645,0
48106,0
37259,1
34043,0
56844,0
40172,1
41548,0
8868,0
5351,0
51668,0
7327,0
1488,0
4825,1
79898,1
49700,0
4662,0
71736,0
26623,0
14612,1
66011,0
58600,0
32734,0
21023,1
42517,0
60027,0
64043,1
41917,0
6254,0
19972,0
55688,0
38826,0
26686,0
74817,0
57326,0
47393,0
61432,0
82289,0
30751,0
51669,0
56999,1
5897,0
28234,0
17011,0
18694,0
21397,0
36470,0
39749,0
72947,1
2929,0
53510,0
39855,0
31919,0
45975,0
79172,0
56786,0
64690,0
69976,0
76994,0
81235,0
8714,0
1178,0
2854,0
67560,0
12330,0
53981,1
71198,0
47205,0
8311,0
33167,1
86761,0
72633,0
61448,0
32167,0
28718,0
85291,0
62195,1
43530,0
45349,1
42346,0
4031,0
22683,0
4511,0
36318,1
77249,0
53858,0
47068,0
31178,0
81306,0
44668,1
51250,0
56582,1
76210,0
559,0
78516,0
79231,0
76257,0
3991,0
34388,0
31851,1
40263,0
51166,0
4604,0
50883,0
41944,0
68695,0
51258,0
59416,0
38603,0
9976,0
9301,0
82400,1
27880,0
19611,0
53279,0
72848,0
18439,1
31229,0
111,0
61553,0
4301,1
16744,0
56888,0
85995,0
55330,0
81108,0
76678,1
20353,1
29589,0
6671,0
84393,0
65673,1
8427,0
23104,0
4944,0
35305,0
59283,0
35778,0
57858,0
81729,0
73255,0
32056,0
82992,0
48759,0
74343,0
67431,1
77340,0
40222,0
34590,0
52638,0
32937,0
25292,0
57639,0
33483,0
72282,0
50171,1
56891,0
42170,0
49804,0
31600,0
76727,0
26978,0
46313,0
42488,0
17523,1
19426,0
2648,0
86851,1
53083,0
36303,1
43870,0
49632,1
84147,1
30074,0
80109,0
81529,0
21294,0
53600,0
3909,0
77471,0
64601,0
7348,1
23108,0
11279,0
88174,0
17452,0
21055,0
61498,0
7093,0
27841,1
41111,0
29829,0
26710,0
54164,0
24677,0
27553,0
53854,0
67094,0
14026,0
19949,0
64605,0
42362,0
46757,1
20998,0
10986,0
74327,0
81968,0
49705,0
6531,0
7649,0
51753,0
65147,0
20648,0
50962,0
52933,0
17802,0
65106,0
45669,0
77035,0
13569,0
989,0
82093,0
3384,0
78779,0
5198,0
84352,0
34873,0
67176,0
70183,0
86797,0
72495,0
13773,0
72413,0
49184,0
55168,1
64330,0
37448,0
64360,0
82203,0
75384,0
11829,0
60542,0
60958,1
2296,1
33933,0
4823,0
6483,0
10590,0
47099,0
37102,0
26183,0
82212,1
24783,1
33092,0
14040,1
36142,0
11107,1
80836,1
59899,0
37908,1
52087,0
70534,0
78330,0
35838,0
78038,0
904,0
53492,0
50351,0
12339,0
30101,1
2771,0
68385,0
47943,0
71593,0
755,0
37203,1
26155,0
67460,0
62141,0
8846,0
17632,0
68316,0
71847,0
52308,1
12966,0
37217,1
27254,0
81476,0
623,1
60884,0
43463,0
49654,0
44796,0
9413,0
70501,0
29809,1
65042,0
32451,0
85982,0
42173,0
6610,0
78565,0
41121,0
65747,0
26660,0
56986,1
46076,0
43783,0
43546,0
29124,0
74111,0
58539,0
11710,0
38149,1
74285,0
28785,0
50620,0
52111,1
2214,0
69641,0
33819,1
86307,0
61757,1
27627,0
83884,0
82138,0
63390,1
70316,1
27294,0
87694,1
37213,0
84922,1
13360,0
15215,0
20778,1
29522,0
21393,0
29681,1
4021,0
29367,0
86622,1
22179,0
84260,0
1510,0
54404,0
85807,1
30757,0
74823,0
50345,0
59657,0
26776,0
56143,0
8151,0
46740,0
5549,0
71953,0
31759,1
39880,0
12194,0
76477,0
56571,0
77558,0
77847,0
5461,1
73556,0
71709,0
10670,0
58459,0
54918,0
10172,0
29567,0
9125,0
16129,0
10602,0
48963,0
78592,1
42651,0
16191,0
25154,0
232,1
63261,0
70577,0
8054,0
44121,1
68545,1
40187,0
60906,0
79098,0
8198,0
54706,1
33523,0
14450,0
36518,1
9512,0
10301,0
76990,0
45648,0
45158,0
44503,0
49538,0
77152,0
45004,0
7814,0
11937,1
57183,0
30591,0
3619,0
11684,0
58089,0
5522,0
51478,1
26066,1
12714,1
5184,0
74098,0
73859,1
69863,1
35352,1
63857,0
32486,0
36488,1
2964,0
53185,0
16815,0
46055,1
22094,0
12360,0
26313,1
63156,0
15271,1
60727,0
4043,0
32116,0
37837,0
79785,0
44517,1
4151,0
82351,0
70035,1
42703,0
67562,0
23252,0
82164,0
55383,0
47687,0
241,0
5310,0
16504,0
26987,1
56260,0
53695,1
73809,0
77091,0
36329,0
81772,0
79011,1
47007,0
40083,0
23184,0
61484,0
45386,0
22816,1
35134,0
44696,1
77778,0
44113,0
66632,0
14870,0
50717,0
83016,0
41805,0
11471,0
14646,0
63181,0
19104,0
78054,0
76586,0
9518,0
74320,0
10161,1
20429,0
28310,0
14229,1
11592,0
38041,0
8945,0
67333,0
71182,0
10965,0
81865,0
50672,0
15875,0
41703,0
71210,0
78650,0
47564,1
7055,0
38991,0
29452,0
86002,0
45418,0
82620,0
17770,1
49778,0
54729,0
29459,0
64678,0
45775,0
85581,0
76383,0
14044,0
88692,1
68975,0
63485,0
41063,0
80147,0
54128,0
77056,0
1300,0
25465,1
43444,0
52575,0
40923,0
83460,0
76421,0
52114,0
36061,0
36075,0
19782,1
36868,0
1359,0
40390,0
80850,1
1188,0
2679,0
72264,0
64489,0
10437,0
26684,0
47596,0
7590,0
21073,0
39373,0
22601,0
29824,0
22660,0
77037,0
12356,0
68113,0
73242,0
43600,0
46451,0
16386,1
16826,1
67809,0
80581,0
54940,0
9224,1
59735,0
48148,0
39005,0
84281,0
39604,0
84428,0
24257,0
38,0
15237,0
45724,0
37901,0
5681,1
88460,0
82552,0
16568,0
63422,0
33888,0
71393,0
65919,0
16732,0
86203,0
84081,0
9231,0
74848,0
40782,0
35723,0
11116,0
68673,0
22647,0
41773,0
17143,0
62798,0
56864,0
23558,1
29176,0
20976,0
10409,0
39614,1
20491,0
62105,1
50835,1
23722,0
48005,0
82143,0
46107,0
85317,1
35447,1
19249,0
76811,0
25507,0
23321,0
292,1
584,1
41948,1
79539,0
48393,0
18365,0
36181,0
86325,0
60606,0
27072,0
52261,0
25234,0
72919,0
26705,0
50031,1
25599,0
8271,0
84280,0
62596,0
29191,0
17927,0
51537,0
60039,0
38294,0
40619,0
41848,0
33979,0
52925,0
19559,0
56651,0
47960,0
7514,0
69329,0
69114,0
22631,0
6312,0
20082,1
49235,0
42275,0
6768,1
31817,1
25201,0
50179,1
18746,0
17766,0
57336,0
2575,1
74246,0
69951,0
22687,0
46283,1
50844,1
63450,0
54884,0
27637,0
1160,0
68733,0
62938,0
1301,1
76181,0
32101,0
59866,0
49796,0
76377,0
9463,0
29114,1
38572,0
16641,0
81342,0
33513,0
32318,0
2335,0
11396,0
11038,1
17434,0
33003,1
46279,0
14871,0
68300,1
11585,1
3159,0
27798,0
65253,0
78895,0
25087,0
7841,0
47653,0
48396,0
64143,0
78183,1
68017,0
55963,0
71070,0
10693,0
29610,0
52608,0
7241,0
10042,0
72201,1
28161,0
31740,0
6855,0
9716,1
76218,0
67555,0
15009,0
38571,0
77242,1
37871,0
64933,0
54782,0
78974,1
23515,0
46092,0
41743,0
20539,0
88423,1
51102,0
26536,0
41522,1
13078,0
66843,0
7174,0
43960,0
59883,0
83772,0
35774,0
63879,0
75144,0
67453,0
54334,0
61661,0
13448,0
20966,0
75119,0
21452,0
45365,0
41991,0
78079,1
50396,0
38511,0
4017,0
60800,0
36601,0
29729,0
20262,0
87955,0
82478,1
76826,0
64687,0
84764,0
70806,0
5032,0
26550,0
36492,0
14969,0
62036,0
62016,0
43757,0
73534,0
22360,0
52687,0
26790,0
77515,0
86116,0
6284,0
28648,0
10298,0
46280,0
73393,1
4875,0
14276,1
38053,0
42598,0
85742,0
14351,0
10731,1
82211,0
21923,0
29454,0
68730,0
43640,0
74792,0
87306,0
66907,0
41390,1
24886,0
40292,0
69597,0
37393,0
62297,1
64934,0
54995,1
65079,0
80078,0
59236,1
83191,1
69671,1
85480,0
47204,0
87944,0
62746,0
78622,0
71452,0
81679,0
28531,0
41871,0
55061,0
54812,0
40420,0
26554,0
64880,0
56942,1
4081,0
8031,0
49759,0
30141,0
82839,0
45765,0
23405,0
284,1
62281,0
25072,0
19265,0
34097,0
63674,0
49111,0
77716,0
69750,1
77292,0
60178,0
35166,1
12306,0
81361,1
2228,1
38795,0
86817,0
75423,0
1148,0
14970,0
63443,0
15160,0
17407,0
44019,0
32542,0
65755,0
21611,0
1208,0
62103,0
67856,0
67178,0
60904,1
48021,0
18689,0
11476,1
30450,0
32378,1
44168,0
85305,0
49751,0
26318,0
34010,0
86270,1
61159,0
80894,0
21596,1
56081,0
57565,0
76642,0
23039,0
37074,0
46691,0
79180,0
13497,1
83402,0
87624,0
54353,0
9299,0
16181,1
7263,0
80106,0
29227,0
27587,0
36764,0
33733,0
65193,0
36501,0
58996,0
80360,0
48673,0
13964,0
17875,0
19389,0
85783,0
44278,1
52393,0
617,0
7338,0
51799,1
81642,1
87593,0
7553,0
17591,0
27101,0
12729,1
59725,0
18220,0
70787,0
39267,0
60575,0
5060,0
69660,0
81497,0
81941,0
79001,0
12893,0
10102,0
74719,0
70645,1
84030,0
35130,1
84552,0
40199,0
80163,0
52966,0
87145,0
80687,1
14448,0
57346,1
9238,0
14323,0
87785,1
19455,1
81547,0
85029,0
39465,0
62380,0
36302,1
29099,0
4186,0
35458,0
12462,0
56831,0
9572,0
36081,0
79963,0
82155,0
1792,0
44939,0
8830,0
75754,0
13398,0
29152,0
4379,0
23653,0
69764,1
21893,1
20496,1
66380,0
39114,1
68740,0
14827,0
2059,0
2261,1
51247,1
34326,0
31387,0
66073,0
3218,0
45766,0
6415,0
60267,0
69109,0
78214,0
5241,0
48185,0
60011,1
17511,1
82107,0
69097,1
59834,0
52746,0
5431,0
59256,0
23778,0
23214,0
13558,0
79535,0
8447,1
48465,0
10931,0
49596,0
40175,0
18194,0
73130,0
64068,0
14421,0
20808,0
2330,0
85326,0
51306,1
14500,0
2762,0
27197,0
10279,0
69807,1
11654,0
27990,0
5313,0
46805,1
51099,0
9152,0
16559,0
75501,0
76381,0
86748,0
30482,0
36356,0
32161,0
6615,0
50221,0
80529,0
9345,0
16431,0
44366,1
44161,0
38444,0
46051,1
74698,0
31082,0
71443,0
81870,0
13441,1
3950,1
17872,0
48163,0
9987,0
72869,0
17648,0
3691,0
26322,0
38579,0
38171,0
42771,0
73164,0
30798,0
61927,0
44801,0
23706,0
58364,0
58793,0
76847,0
5414,1
50042,1
33270,0
30428,0
65182,0
87591,0
75177,0
23560,0
13255,0
46661,0
31228,0
11869,1
7484,0
41834,0
23390,0
53392,0
86380,0
36386,0
21692,0
55305,0
50214,0
55636,0
38507,0
73980,0
85703,0
82497,0
21987,0
56546,0
64898,0
46895,1
42165,0
73304,0
53415,0
24457,1
51958,0
83758,0
37963,1
21184,0
81759,1
6906,0
18840,0
52195,0
69439,0
13471,1
84221,0
50484,0
29892,0
41025,0
64958,0
39762,0
48684,0
32872,0
22758,0
86774,0
69736,0
52498,0
15463,1
42045,0
55920,1
12703,0
36407,0
34272,0
14625,0
36822,0
82177,1
62223,0
59858,0
51477,0
27865,0
14700,0
7132,0
56829,0
68086,0
38762,0
74070,0
74603,0
75713,0
20694,0
61672,0
3021,0
82912,1
77143,0
55220,0
1885,0
79848,0
39420,0
29592,0
52537,0
50712,0
19329,0
61981,0
83275,0
84982,0
65088,0
15307,0
67766,0
43422,0
27552,0
84721,0
36932,0
61848,0
20714,1
71833,0
43754,0
929,0
63467,0
15537,0
19769,1
82517,0
31068,0
24887,1
7166,0
38943,0
50635,0
61582,0
55738,0
79692,0
77243,0
22457,0
59287,0
42910,0
12099,0
6666,0
43903,0
80289,0
27680,0
54284,0
74632,0
80164,1
2222,1
19464,0
1733,0
45417,1
22916,0
41159,0
24528,0
2815,0
56052,0
10913,0
3572,0
42453,0
82011,0
3865,0
52046,0
61093,0
990,0
25170,0
2550,0
35142,0
3744,0
70105,0
78555,0
18546,0
77428,1
27651,1
77287,0
4293,1
86291,0
68783,0
8090,0
82105,0
31022,0
71118,1
59947,0
65693,0
64918,0
72492,0
3017,0
83145,0
2651,0
2281,0
57441,0
63752,0
49810,1
73482,0
55479,0
22714,1
74689,0
26111,0
78651,0
67254,0
85678,1
4518,0
87542,1
77122,0
54517,0
55552,0
24357,0
20183,1
54338,0
3322,0
19123,0
2613,1
50504,1
25814,1
72691,0
9901,1
67220,0
84716,0
80198,0
32301,0
33204,0
16405,0
72115,0
27029,0
59793,0
36749,0
68553,1
30036,0
6441,0
52021,0
32931,1
5149,0
60083,0
80453,0
42175,0
52529,0
68557,0
8166,0
31683,1
85636,0
39016,1
7307,0
49192,0
54179,0
58808,0
43820,0
7837,0
14539,0
21116,0
19244,0
1824,0
80549,0
84427,0
71463,0
13028,1
6895,0
17662,0
56345,0
79267,1
60291,0
85240,0
86049,0
54543,0
67315,0
18466,0
5457,0
29925,0
18713,0
67960,0
67548,0
1014,0
30441,0
59458,0
73208,1
60432,0
65385,0
60726,0
21972,0
50534,0
70837,0
88697,0
26553,0
87354,1
21035,0
74010,0
67726,0
62396,0
86197,0
24305,0
82784,1
12584,0
13251,1
54509,0
31558,1
69775,0
20554,0
26484,0
84543,0
844,0
46427,0
3205,0
1175,0
18267,1
55843,0
27751,1
65643,0
57737,0
32511,0
78576,0
81086,0
43075,0
82726,0
29697,0
28367,0
20254,0
43775,0
54070,0
61203,0
49219,0
45144,0
44392,1
42838,0
70023,0
50932,1
82774,0
70654,0
88087,0
54095,0
25784,1
11080,0
75260,0
36115,0
38077,0
76725,1
6735,0
24172,0
5203,0
52071,0
62941,0
28511,0
75491,0
48683,0
87929,0
24156,0
42860,1
49353,0
23892,0
47120,1
31684,0
82110,0
14557,0
17418,0
44829,0
78472,0
28109,0
12355,0
29796,0
2077,0
33708,0
19873,0
36098,0
48640,0
7397,0
57420,0
78023,0
8205,0
11627,1
41688,0
33697,0
6737,0
37628,1
9545,1
13203,1
82429,0
34681,0
14888,0
10952,0
63626,0
36941,0
86457,0
79567,0
71172,0
85216,1
32417,0
55339,0
72403,0
71002,0
14477,1
17660,0
7430,0
27135,0
5451,1
39958,0
16429,0
81915,0
86530,0
87839,0
59958,0
21609,0
51567,0
77131,0
16612,0
9187,0
66778,0
18010,1
82662,0
84377,1
82246,0
11583,0
10164,0
53231,0
64703,0
58707,0
44572,0
75356,0
80043,1
31101,0
49432,0
6200,0
13986,0
65914,1
55694,0
50055,0
18428,0
17067,0
2389,0
62572,0
79440,0
88033,0
31581,0
52209,0
51197,0
75634,0
76527,0
9292,0
41261,0
59515,1
58705,0
17359,0
80156,0
65291,0
70038,1
83858,0
33422,0
26280,0
63667,0
1732,0
46858,0
19047,0
9353,0
38624,0
30900,0
53790,0
46787,0
33750,1
86734,0
61834,0
13,0
1465,1
31083,0
72397,0
66749,0
32338,0
71387,0
82699,0
23929,0
40202,0
83665,0
4621,0
39644,0
12273,0
70941,1
57682,0
70641,0
39344,1
79990,0
37939,0
16460,0
72949,0
19470,0
3156,0
6463,0
5808,0
37631,0
42887,1
60145,1
49279,0
2156,0
77270,0
32533,1
41211,0
65098,1
42034,0
80379,0
1403,0
26704,0
38418,0
14470,1
1322,1
69953,0
7955,0
42734,0
7840,0
42484,0
9850,0
2852,0
9698,0
83193,0
11806,0
20950,0
81372,0
61377,0
16627,0
80398,0
62928,0
1461,0
47993,0
31167,0
83262,0
37265,0
86223,0
15311,0
67893,0
41577,0
32159,0
19032,0
41016,0
83614,1
30825,0
64329,1
35765,0
25391,0
72183,0
82257,0
2600,0
82571,0
54980,1
87116,1
80400,0
70985,0
40122,0
18661,0
29625,0
62833,1
63825,0
10319,1
75042,0
66667,0
9172,0
7277,1
35341,1
8430,0
34956,0
51003,0
88234,0
35978,1
87979,0
80659,0
82125,0
22878,0
6562,0
84001,0
24057,0
76902,1
34211,0
19483,0
63532,0
86474,0
3841,0
25001,0
47818,0
61570,0
716,0
5211,0
11901,0
15752,0
27238,0
67380,0
81738,0
74014,0
52748,0
34760,0
12545,0
36741,0
82021,0
85947,1
26692,0
15165,0
60102,0
30970,0
75395,0
12946,0
8335,0
50607,0
63305,0
25670,0
38907,0
72681,0
44886,0
20743,0
13638,1
16882,0
36051,0
66790,0
72487,1
21375,0
45730,0
11673,0
55657,0
85076,1
71323,0
72863,0
15024,0
24830,0
76400,1
84326,0
56583,1
15242,0
30836,1
63641,0
40033,0
52690,0
69312,1
59807,1
3157,0
52113,0
4039,0
50217,0
50161,1
59710,0
69658,0
29727,0
39606,0
68524,0
77637,0
60997,0
74975,0
87655,0
18941,0
62581,0
46212,0
42068,0
27415,1
47749,0
10083,1
76304,0
14329,0
69228,0
69787,0
71179,0
69173,0
44702,0
52872,0
15545,0
15796,0
30975,0
87270,1
49202,0
39624,1
79225,0
62495,0
20781,0
2294,0
8190,0
52034,0
83586,0
76918,1
2344,0
1284,0
48572,0
65786,0
57882,0
12365,0
10539,0
77247,0
20288,0
80429,1
40757,0
11245,0
18697,1
37624,0
46040,1
48435,0
33199,0
48466,0
738,0
83354,0
30437,0
32206,0
80490,0
80194,0
57099,0
49599,1
83811,0
14030,0
23488,0
36102,0
77615,0
39944,0
37167,0
86773,1
77734,0
62527,0
51126,0
70282,0
78104,0
8967,1
18225,0
34104,0
85525,0
7887,0
43013,0
48594,0
2089,0
25475,0
58711,0
53812,1
29026,1
69060,0
59055,0
70264,0
80184,0
35366,0
85138,0
5460,0
38452,0
27187,0
65679,0
39143,0
49000,0
51366,0
73001,0
63703,0
15530,0
19073,0
4928,0
38027,0
56538,0
22547,0
19691,1
72879,1
51192,0
29528,0
28460,0
64206,1
72220,0
79441,0
54430,0
75665,1
86688,0
58217,0
6018,0
78583,0
15532,0
26828,0
53149,1
2896,0
23933,0
81261,1
85910,0
13931,0
41976,0
77917,0
15922,0
11940,0
11153,0
51951,0
73588,0
59294,0
81840,0
42273,0
36504,0
63064,0
57463,0
75206,0
18361,0
59901,0
35551,0
21578,0
69869,0
13603,0
81094,0
82666,0
62652,0
34342,0
54342,0
32606,0
30752,0
65255,0
35260,0
81011,1
23086,0
24294,0
53041,0
55449,0
63896,1
81130,0
561,0
13656,0
85099,0
49098,0
15320,0
64563,0
51629,0
18964,1
22331,0
36422,0
79856,0
85506,0
65322,0
22022,1
45930,0
35433,0
26590,0
31420,0
2028,0
5734,0
20072,0
63058,0
50094,0
21284,0
13008,0
35146,0
42844,0
47585,0
38459,0
73850,0
15079,0
58328,0
20731,1
57366,1
29977,1
43617,0
85640,0
41641,0
18985,0
28037,0
34006,0
88233,0
71747,0
38837,0
5384,0
14787,1
71439,0
31124,0
58814,0
70899,0
27794,1
78468,0
7721,0
9069,0
36394,0
72219,0
63721,0
71717,0
9588,0
66581,0
18416,1
39757,0
29032,0
62900,0
55335,0
41580,0
50899,0
71783,0
43298,0
74449,0
37407,0
25442,0
86581,0
11916,1
20170,0
34485,0
44061,0
16160,1
54983,0
26042,0
3439,0
60358,1
6077,0
39217,0
18393,1
58880,0
76644,0
30189,0
44715,0
45263,0
72795,0
19116,0
7559,0
54728,0
67582,1
78781,1
3334,0
12952,0
71778,0
7000,1
46323,1
10005,0
44240,0
85580,0
33127,0
33033,0
27844,0
15288,0
57006,0
81869,0
17991,1
8224,1
3278,0
9057,0
48351,0
44081,0
83144,0
31415,1
29495,0
26268,0
85084,1
7261,0
12947,0
50114,0
3910,0
70779,0
19512,0
65302,0
50227,0
44051,0
53157,0
38325,0
40495,0
65413,0
3959,0
70159,0
50502,0
19311,0
40513,0
68931,0
66132,0
34789,0
20470,0
40626,0
50557,0
50253,0
41249,0
81736,0
39498,0
56124,0
34703,0
13037,1
50659,0
21688,1
54369,0
18588,1
81394,0
50936,0
46831,0
83977,0
13596,1
5854,0
62550,0
21443,0
12532,0
59488,0
68133,0
63015,0
19168,1
6338,0
46341,1
77987,0
42399,1
962,0
85045,0
52901,0
28579,1
6248,0
81576,0
53929,0
4178,0
68067,0
64029,0
48646,0
20333,0
57496,1
57256,0
76488,1
15651,0
18419,0
65989,0
66582,1
